#Position (bp)	mapping quality
15197.0	24.471143928216282
45590.0	41.1934036247855
75983.0	41.161134964810586
106376.0	41.210963421598166
136769.0	39.45578076827238
167162.0	32.84342465478143
197555.0	28.138138936588856
221485.0	9.37155989958316
236681.5	17.15828316155284
258341.0	35.32458769369241
288734.0	40.81828859786588
319127.0	40.578277208903415
349520.0	41.17502584056093
379913.0	41.10878379158631
410306.0	40.400160436773774
440699.0	33.12286019392769
471092.0	38.54799412844367
501485.0	32.1043389935842
531878.0	40.098814229249015
562271.0	40.640793343324944
592664.0	40.86806157797713
623057.0	40.913795524914896
653450.0	39.58881091876089
683843.0	40.9209256469574
714236.0	39.55859572566799
744629.0	41.137499965457685
775022.0	41.04615073348442
805415.0	41.045482119487936
835808.0	40.04531081773535
866201.0	40.747269600443104
896594.0	39.77396077840815
926987.0	41.21979205322419
957380.0	41.07702383086372
987773.0	41.17407536561393
1018166.0	40.66568763936368
1038382.5	13.468860015086662
1053579.0	24.424884673424664
1078952.0	41.04518210905483
1109345.0	41.15882292693818
1139738.0	34.48989008613249
1170131.0	40.5531818054911
1200524.0	39.18389108083979
1230917.0	36.76431984971674
1261310.0	41.15983578099504
1291703.0	41.131481758250494
1322096.0	39.49864810713909
1348657.5	31.272000113971245
1363854.0	6.002337357998948
1382882.0	26.304040447970664
1413275.0	39.57489802649012
1443668.0	41.04609405599063
1474061.0	39.964290951599935
1504454.0	39.936848746828474
1534847.0	41.10799133852611
1565240.0	40.045407367115885
1595633.0	39.673831892884834
1626026.0	41.153876454148445
1656419.0	40.76307724271082
1686812.0	40.87996439214623
1717205.0	41.16487381334308
1747598.0	39.58768285481237
1777991.0	40.858408402965324
1808384.0	40.00349546139801
1838777.0	39.71242442997823
1869170.0	29.94279304175341
1899563.0	21.26785195072223
1929956.0	41.00270432674554
1960349.0	40.22611576549506
1990742.0	40.12793618906276
2021135.0	30.93394171412471
2051528.0	41.047701442178656
2081921.0	41.23334676134075
2112314.0	37.26884744557894
2142707.0	41.05859695117666
2173100.0	37.62036544395085
2203493.0	41.07769196691747
2233886.0	23.528563792790887
2264279.0	40.717200831064304
2294672.0	40.75842974242359
2325065.0	41.00985664412255
2355458.0	24.02418615319767
2385851.0	40.80894657979359
2416244.0	41.1733868956824
2446637.0	28.955935823730744
2477030.0	41.10196997406038
2507423.0	35.98428275541804
2537816.0	39.93199454942749
2568209.0	30.52343117238807
2598602.0	38.35524376256089
2628995.0	41.113700394663006
2659388.0	39.47348990661522
2689781.0	41.094699782064666
2720174.0	40.17733482509205
2750567.0	40.987985131159384
2780960.0	41.18151791717646
2811353.0	40.832346404264094
2841746.0	41.010855408516875
2872139.0	30.68770418435324
2889645.5	0.9261154567095069
2904842.0	4.471987112529342
2932925.0	41.14913414672784
2963318.0	40.99616101050915
2993711.0	41.01076401270452
3024104.0	40.77008682164635
3054497.0	40.98656568772977
3084890.0	36.94442235916281
3115283.0	37.21539514839978
3145676.0	40.187617007925574
3176069.0	41.167405702052086
3206462.0	39.85678692440615
3236855.0	40.88927993456263
3267248.0	40.55960135642313
3297641.0	38.36899695355832
3322340.5	32.53861906168042
3337537.0	27.433567408533715
3358427.0	35.713761270960426
3388820.0	31.347571426079952
3410819.5	32.74460999635643
3426016.0	25.11627638311685
3449606.0	36.629840249848336
3479999.0	40.29292254991739
3510392.0	40.720501323247504
3540785.0	40.30333215581815
3571178.0	40.844941471349586
3601571.0	40.80131427691844
3631964.0	40.99450068640605
3662357.0	40.67819318290959
3692750.0	38.74004216099903
3723143.0	40.66959188247188
3753536.0	40.85817513086271
3783929.0	40.04300652944788
3814322.0	40.79624281026742
3844715.0	39.670285027080645
3875108.0	28.876502042911333
3905501.0	31.211043789746277
3935894.0	41.23227270158666
3966287.0	41.07572471032636
3987990.0	17.50478886470298
4003186.5	13.01666573333668
4027073.0	40.69235582186368
4057466.0	41.10029910277561
4087859.0	40.41124810167053
4118252.0	38.800884962778106
4148645.0	34.62305160621322
4179038.0	40.743535158579085
4209431.0	40.17813918650471
4239824.0	41.20744856566372
4259839.0	40.83300514995456
4275035.5	33.843179393648974
4300610.0	41.24358009052646
4331003.0	40.99023469435232
4361396.0	40.29595967443505
4391789.0	40.91974518416541
4422182.0	40.79527646295213
4452575.0	40.95857531381917
4482968.0	40.79446213343717
4513361.0	40.63706264379435
4543754.0	40.98016863191586
4574147.0	40.781811775080136
4604540.0	40.936235018171665
4634933.0	40.34056446168999
4665326.0	36.940557846530034
4695719.0	40.527735339187565
4726112.0	41.10239594287367
4756505.0	40.36349500607485
4786898.0	36.499522283604385
4817291.0	23.137483599493432
4847684.0	30.901742217338708
4878077.0	41.08424640221325
4908470.0	40.39091206376362
4938863.0	41.18386167044935
4969256.0	34.4105283033075
4999649.0	40.352833798276116
5030042.0	39.31842639505325
5060435.0	40.877157232392854
5090828.0	23.722954898187822
5121221.0	40.67518710162006
5151614.0	40.02565175465881
5182007.0	40.02330868402213
5212400.0	41.090236936563336
