#Position (bp)	Coverage	Std
15197.0	65.28177540881124	34.3875682927882
45590.0	59.59171519757839	22.886965300506773
75983.0	59.489389004046984	26.2883113454351
106376.0	64.28802684828743	20.141692827357733
136769.0	61.48188727667555	23.13899639882314
167162.0	72.01595762182082	21.695058958055377
197555.0	57.09834501365446	24.533883913388625
221485.0	66.47426575828706	32.42523891037176
236681.5	54.29955129196967	26.36031560108662
258341.0	36.4269404139111	17.375944184923394
288734.0	39.999341953739346	16.79970787192373
319127.0	41.32162010989373	13.722246033086
349520.0	39.26216563024381	14.927670843959039
379913.0	37.701378606916066	14.679731665288713
410306.0	37.70891323660053	14.62920890434092
440699.0	37.38452933241207	16.117629329143167
471092.0	37.44724114105222	14.624396198454862
501485.0	37.821044319415655	16.519433573385516
531878.0	31.310992662784194	12.232917076130756
562271.0	31.60599480143454	13.20829236755474
592664.0	29.40624485901359	11.97485685605175
623057.0	30.921626690356334	14.730845038388896
653450.0	31.989569966768663	13.58332659643168
683843.0	30.50564274668509	12.497712092794066
714236.0	26.72072516697924	17.500031727201662
744629.0	32.646135623334324	12.704226117103506
775022.0	29.154443457375052	10.903814295446484
805415.0	34.47185207120061	13.770825675516955
835808.0	34.83407363537657	15.03879430416511
866201.0	37.34534267759023	14.782454979622235
896594.0	34.34303951567795	12.913552803824944
926987.0	38.265817786990425	14.66120423938482
957380.0	41.715164676076725	17.450658521713265
987773.0	37.62066923304708	13.0151199438309
1018166.0	33.66722600598822	13.849314329112802
1038382.5	48.40637450199203	29.301482768458644
1053579.0	65.60787107551712	35.768446456373
1078952.0	43.51824433257658	16.607621201113112
1109345.0	53.694666535057415	24.97151537519466
1139738.0	51.44951140065147	28.574189788125928
1170131.0	59.56868357845556	21.46687916142296
1200524.0	53.48448655940513	26.597602055452054
1230917.0	54.74109169874642	20.18118665501919
1261310.0	54.293093804494454	22.02783345335849
1291703.0	51.70624814924489	20.640053583515204
1322096.0	48.51784950482019	18.78840280297439
1348657.5	56.52850857897052	32.69109644942415
1363854.0	52.66292574709644	28.148331956534715
1382882.0	31.279603856151088	13.300206850038402
1413275.0	31.381469417300035	12.908506995681796
1443668.0	35.46277103280361	13.770562852571052
1474061.0	33.92972065936235	13.766101265054893
1504454.0	36.150692593689335	14.384611682935509
1534847.0	31.975487776790708	13.952891586614191
1565240.0	31.062053762379495	11.013895441861804
1595633.0	30.563846938439774	12.812087024175499
1626026.0	30.826341591813904	12.383946174674572
1656419.0	29.06106669298852	10.880598546769333
1686812.0	26.737571151251935	12.522742119066164
1717205.0	25.8520712006054	12.14893889807498
1747598.0	26.187082551903398	10.35221050929939
1777991.0	28.317540223077682	10.406809372146487
1808384.0	31.602540058566117	14.055678678592832
1838777.0	29.299937485605238	12.530385534471135
1869170.0	33.12098180502089	18.782708778221476
1899563.0	34.159477511269046	17.406277082916862
1929956.0	28.10367518836574	12.082380178132416
1960349.0	29.468167012140952	12.209330279033905
1990742.0	28.278550982134043	13.79773847209615
2021135.0	32.75066627183891	17.64661498509945
2051528.0	30.487645181456255	11.824473849528433
2081921.0	25.889711446714703	11.156817779420006
2112314.0	28.647320106603495	13.576448066115418
2142707.0	26.22044549731846	11.35493971830398
2173100.0	29.790971605303852	15.170204247053228
2203493.0	26.78603625834896	11.19285480491494
2233886.0	35.93788043299444	20.844580322135897
2264279.0	25.513835422630212	10.339443396890857
2294672.0	28.67341164083835	12.853687676121094
2325065.0	30.113644589214623	11.945612610726311
2355458.0	40.45596025400586	24.76039025556484
2385851.0	29.06366597571809	12.397458195007948
2416244.0	27.024051590826836	11.25372821965408
2446637.0	34.75744414832363	23.40518007861833
2477030.0	28.882999374856052	12.74896377696008
2507423.0	27.60875859572928	11.331097690973026
2537816.0	29.97752772019873	14.70128316777799
2568209.0	35.0122067581351	18.84646704051424
2598602.0	25.97473102359096	12.545832797140903
2628995.0	28.363636363636363	10.910393488735012
2659388.0	30.873786727206923	12.706677194021475
2689781.0	31.073273451123615	12.21758720212072
2720174.0	31.296120817293456	11.633610826623475
2750567.0	32.792912841772775	13.485739368725485
2780960.0	32.68413779488698	13.585057189082853
2811353.0	34.13058928042641	11.355771305111684
2841746.0	33.01006810778798	11.340065179468882
2872139.0	36.80949560754121	18.716424439764925
2889645.5	51.83722943722944	24.40144059334004
2904842.0	42.008574865168974	21.414953667048366
2932925.0	42.41104859671635	17.535580817600575
2963318.0	41.887539894054555	17.885998054274904
2993711.0	45.508176224788606	16.61422110644104
3024104.0	42.01556279406442	14.506303110301532
3054497.0	45.48606587043069	17.244482913819855
3084890.0	50.552627249695654	21.14595041682208
3115283.0	45.83311946829862	16.787000201862075
3145676.0	48.10229329121837	16.2593410026895
3176069.0	45.33636034613233	16.870133030821357
3206462.0	53.01628664495114	18.75266264997212
3236855.0	53.31040042114961	18.706135037468567
3267248.0	46.929227124666866	19.789231767369955
3297641.0	43.3953541933998	15.037634709992595
3322340.5	56.28733031674208	32.924108123336346
3337537.0	168.03635724949504	198.6844356304704
3358427.0	440.48932319942094	375.11612108830025
3388820.0	252.0340209916757	340.76807005717717
3410819.5	302.31728649125387	430.2563210894462
3426016.0	52.33311491034729	21.332780132717396
3449606.0	40.63866679827592	14.717305640493361
3479999.0	43.0496495903662	15.66332812627361
3510392.0	43.675451584246375	18.04911372800885
3540785.0	44.37248708584213	21.31551931811363
3571178.0	41.751357220412594	16.073992778368474
3601571.0	39.91577007863653	16.41929941305484
3631964.0	35.601125259105714	15.260751423325804
3662357.0	41.212779258381865	17.041511712358073
3692750.0	37.01276609745665	12.687881283252196
3723143.0	39.288322969104726	13.916871097875095
3753536.0	34.39617675122561	13.468505910671684
3783929.0	39.99114927779423	18.536074449562854
3814322.0	41.251044648438786	14.493803681065357
3844715.0	42.74244069358076	18.45835638072078
3875108.0	52.611061757641565	27.009897517018477
3905501.0	47.86355410785378	21.42230100673417
3935894.0	42.98321982035337	17.337125542814842
3966287.0	36.29572598953706	14.027726819820705
3987990.0	53.100361177284256	19.903376448921193
4003186.5	53.97802071346375	28.69791674977044
4027073.0	46.11857993616951	16.220523607721283
4057466.0	55.16378771427631	16.651712766305
4087859.0	62.825617740927186	28.065223960851572
4118252.0	58.05675648998125	19.932181928201242
4148645.0	58.64465501924785	26.17125377961601
4179038.0	62.82489389004047	23.839910415003665
4209431.0	52.06198795775343	19.34887768188245
4239824.0	47.59220873227388	17.217620378134125
4259839.0	75.78665559821522	31.931172413696128
4275035.5	39.50713046829832	21.109105480063178
4300610.0	30.20642911196657	11.631721427850623
4331003.0	38.026617971243375	15.874573154756671
4361396.0	35.463264567499095	16.863511338817656
4391789.0	36.913434014411216	16.56886515331272
4422182.0	33.83841674069687	14.65962313260107
4452575.0	32.87227322080742	14.411381667310245
4482968.0	29.84585266344224	13.248468945188959
4513361.0	30.41091698746422	11.895566029648567
4543754.0	32.335702299871684	13.384512131755116
4574147.0	30.16210969631165	11.788734893584145
4604540.0	29.170368176882835	10.60415313445058
4634933.0	29.19290626131017	9.646708964577895
4665326.0	29.568913894646794	13.299939674832869
4695719.0	28.89520613299115	13.41770144027096
4726112.0	30.093607080577765	10.614390456805294
4756505.0	28.05415720725167	11.922550270328404
4786898.0	34.330240515908265	20.08942106219476
4817291.0	41.43546211298654	22.915924692540717
4847684.0	36.728588819794034	17.84982245335123
4878077.0	30.33543908136742	11.578829486232479
4908470.0	28.97907412891126	12.06618964641119
4938863.0	26.952192939163623	12.266159066459009
4969256.0	30.236732142269602	10.534276442162758
4999649.0	30.578027835356824	12.364239235438406
5030042.0	30.77044056197151	14.229658128953199
5060435.0	30.053828184121343	13.001618439962343
5090828.0	39.08564472082387	18.45657199609408
5121221.0	32.27101635244958	12.674398515059936
5151614.0	32.95232454841575	14.063789743514764
5182007.0	34.010923567926824	14.71598209352903
5212400.0	34.26598229855559	12.168725478658317
5242793.0	33.668509196196496	13.569625454369348
5273186.0	36.35172572631856	13.223263719129555
5303579.0	31.995262066923306	14.249242000018791
5333972.0	31.754417135524626	18.982581496981396
5352383.0	49.91258360553741	20.94378405463774
5367579.5	83.6039893173093	38.42003740121639
5394758.0	71.68775704932057	26.598550230154775
5425151.0	84.63534366465963	29.857454809022475
5455544.0	90.89671963939065	35.632170820864914
5485937.0	83.03382357779752	28.711253841092134
5516330.0	83.9501529957556	31.958265504413777
5546723.0	77.84947191787583	27.856653717180198
5577116.0	121.76583423814694	146.51292450840123
5607509.0	74.18185108413121	26.489587631504904
5637902.0	70.56782811831671	24.86123367192506
5668295.0	78.35093607080577	25.32548426634284
5698688.0	77.66153390583358	26.728841248660604
5729081.0	89.1132168591452	33.682055568284014
5759474.0	79.83104662257757	30.939073502720234
5789867.0	85.48879676241239	24.998928019658564
5820260.0	86.56411015694404	32.2878936680275
5850653.0	89.85776330076004	28.861708599372548
5881046.0	74.68989569966769	29.149378098733447
5907241.5	76.18992635694154	37.11869389041803
5922438.0	54.29458010720667	27.512715128577874
5941832.0	35.41206856842036	13.850114928965505
5972225.0	38.85746717994275	16.698238776344937
6002618.0	42.66442930938045	15.785559572835522
6033011.0	40.48646069818708	17.376034128572353
6063404.0	38.09245549962162	13.318038557596111
6093797.0	36.92343631757313	14.747084162550177
6124190.0	39.98002829598921	20.765700702530953
6154583.0	35.36547889316619	13.330407585425789
