#Position (bp)	mapping quality
15197.0	25.879304108039108
45590.0	42.30908904020659
75983.0	42.41689290310749
106376.0	42.53199119618501
136769.0	40.9539858408336
167162.0	32.03190247453007
197555.0	28.509678450784705
221485.0	8.024785286877277
236681.5	16.681497825981513
258341.0	35.122540562676946
288734.0	42.198715386469885
319127.0	41.924091861253544
349520.0	42.42820574283407
379913.0	42.330948528589225
410306.0	41.57278839124954
440699.0	34.416896172967974
471092.0	39.462662641835635
501485.0	33.36829885625101
531878.0	41.41025647380275
562271.0	41.89335035105291
592664.0	42.22116862593697
623057.0	42.26077297673823
653450.0	40.88369202100527
683843.0	42.248085117949245
714236.0	40.38968393261089
744629.0	42.376934582533195
775022.0	42.26495476980589
805415.0	42.27163461251003
835808.0	41.44641350515892
866201.0	41.86234383145646
896594.0	41.14080550160782
926987.0	42.37574868189581
957380.0	42.43592953574039
987773.0	42.33497960385852
1018166.0	41.90871507552572
1038382.5	14.362720646277355
1053579.0	25.215067848962896
1078952.0	42.31851575406281
1109345.0	42.36893463541897
1139738.0	34.59543063176691
1170131.0	41.773913669623255
1200524.0	40.47720688912503
1230917.0	38.61720719485755
1261310.0	42.413499394021514
1291703.0	42.33216780180381
1322096.0	40.79725363295448
1348657.5	32.75565161366669
1363854.0	6.601966201391787
1382882.0	27.181879873182115
1413275.0	40.92396494456929
1443668.0	42.3959149707973
1474061.0	41.17442428956177
1504454.0	41.254175970559764
1534847.0	42.339079539235705
1565240.0	41.0421187261376
1595633.0	41.20350230240564
1626026.0	42.4276980983611
1656419.0	42.00918025446097
1686812.0	42.26471523555274
1717205.0	42.2622084288612
1747598.0	40.82024569571531
1777991.0	42.14988189560593
1808384.0	41.42131134066793
1838777.0	41.060947306035935
1869170.0	31.38380642828051
1899563.0	18.969927155723607
1929956.0	42.30959673398155
1960349.0	41.61190937857988
1990742.0	41.26540080070756
2021135.0	32.44211004559725
2051528.0	42.333403634514845
2081921.0	42.39375185870585
2112314.0	38.333517735073805
2142707.0	42.429190164594374
2173100.0	38.539739606946206
2203493.0	42.25044390345552
2233886.0	24.55102664724606
2264279.0	42.084184156586694
2294672.0	42.06761869131704
2325065.0	42.33906181622428
2355458.0	24.976133692543723
2385851.0	42.13695449043236
2416244.0	42.43747816985997
2446637.0	29.819621785005243
2477030.0	42.477
2507423.0	37.1224543909447
2537816.0	41.098793001286104
2568209.0	31.83276073984724
2598602.0	39.60241756770826
2628995.0	42.31560562781362
2659388.0	40.486433774597494
2689781.0	42.30495489335268
2720174.0	41.449109948327234
2750567.0	42.27672987015581
2780960.0	42.493358388445074
2811353.0	42.06050908409985
2841746.0	42.39541164624647
2872139.0	33.44814962045923
2889645.5	0.9675065569940954
2904842.0	4.554428754028781
2932925.0	42.246856550096865
2963318.0	42.20754621463102
2993711.0	42.31347963199628
3024104.0	42.11516869254218
3054497.0	42.28180421257777
3084890.0	38.47912804481605
3115283.0	38.85893857713183
3145676.0	41.61224805813459
3176069.0	42.39044547091724
3206462.0	41.15330133833339
3236855.0	42.12780778973813
3267248.0	41.81379614340947
3297641.0	39.541225073131116
3322340.5	34.44182302037778
3337537.0	31.863327840981107
3358427.0	38.73226834329387
3388820.0	35.221041492177406
3410819.5	36.448349934782705
3426016.0	27.274502742674393
3449606.0	37.98849285158473
3479999.0	41.29011847962676
3510392.0	42.02766657533691
3540785.0	41.46698747512148
3571178.0	42.215670328550544
3601571.0	42.09352230894723
3631964.0	42.32537281277224
3662357.0	41.98794331355072
3692750.0	40.117496416052155
3723143.0	41.956137753467374
3753536.0	42.03718616592065
3783929.0	41.24674110381088
3814322.0	42.190973180372936
3844715.0	40.87510353385287
3875108.0	28.617950480346316
3905501.0	30.965025231465205
3935894.0	42.361019446566296
3966287.0	42.34998751158057
3987990.0	18.724170278777315
