#Position (bp)	Coverage	Std
15197.0	80.2894087454348	38.32500156221596
45590.0	70.44612246240911	21.530607779742702
75983.0	62.35333793965716	21.57092351345459
106376.0	64.24291777711973	19.563679897995986
136769.0	59.90823544895206	21.205107065435104
167162.0	81.16434705359787	25.510147215628745
197555.0	71.06807488566446	28.884912497242382
221485.0	75.95522986202553	28.107460084783582
236681.5	99.34032183196658	34.87384150463528
258341.0	78.73977560622512	27.84293211013263
288734.0	71.9411706642977	25.29610320121367
319127.0	68.41552331128878	20.5662862894802
349520.0	67.77563912743067	21.637942129461713
379913.0	64.60250715625308	21.343614884965334
410306.0	71.09574573092489	20.74148482887042
440699.0	75.04655677294114	26.438073623339218
471092.0	68.13312275852992	23.866013124037824
501485.0	73.22524923502122	25.026131179211436
531878.0	65.50501760273747	21.739995726936538
562271.0	65.43046096140559	21.52003486908476
592664.0	65.03073076037245	17.96924479301281
623057.0	65.77053926891061	21.498215358034493
653450.0	68.76224788602639	23.015418863845056
683843.0	66.98493074063107	21.350080720317134
714236.0	55.228572368637515	29.473261026225465
744629.0	67.92531174941598	21.31555018978859
775022.0	62.47037146711414	19.974913526748484
805415.0	67.86062580199388	24.987075921035757
835808.0	66.15977363208634	21.863785979723577
866201.0	67.13901227256277	19.4807339820514
896594.0	65.57835685848715	19.63979919032702
926987.0	67.68088046589675	21.975775046824403
957380.0	67.78291053861086	21.581177250765773
987773.0	71.34524397065114	21.846198177787148
1018166.0	78.64070674168394	26.32600176067987
1038382.5	94.23187250996016	30.263207909738327
1053579.0	89.88380091387019	35.23722973443489
1078952.0	73.2364360214523	24.458131115694226
1109345.0	73.21985325568387	22.46139641601399
1139738.0	62.232849669331756	27.995988568166805
1170131.0	67.03033593261607	21.64949776468194
1200524.0	61.319876287302996	29.042723949914794
1230917.0	64.95258776692002	22.28709061144764
1261310.0	69.57815944460896	22.88196118486308
1291703.0	69.67281939920376	22.854757638142935
1322096.0	73.51784950482019	25.043675861477606
1348657.5	84.35618125824901	31.397588043921512
1363854.0	94.22432467701944	32.714893501561
1382882.0	80.10439903925246	28.392948251521577
1413275.0	67.58444378639818	22.993097346411343
1443668.0	68.78524660283618	23.210537465818767
1474061.0	66.92221893199091	22.61417653793585
1504454.0	69.17079590695226	20.889301388815042
1534847.0	66.95452900338894	23.277262466098517
1565240.0	69.34754713256342	22.170129117308782
1595633.0	69.59164939295232	23.429714082561706
1626026.0	71.86105353206331	23.54310642276334
1656419.0	67.77577073668279	20.668134482249307
1686812.0	60.82844733984799	23.066565905490258
1717205.0	63.94594149968743	24.70230414008453
1747598.0	66.58348961932023	22.024440320716263
1777991.0	66.61639193235284	22.461087333012756
1808384.0	64.18050208929688	20.850542098011186
1838777.0	65.90145757246735	23.359047832727054
1869170.0	68.00332313361629	30.531018524762306
1899563.0	104.47543842332117	67.13285770535195
1929956.0	63.4675089658803	24.886045687563108
1960349.0	62.9185667752443	22.584516283162124
1990742.0	65.4960681735926	22.356172311698675
2021135.0	70.0226038890534	25.681313417523583
2051528.0	70.40601454282236	21.225591771725654
2081921.0	64.53472839140592	19.73384913704277
2112314.0	67.82739446583095	25.692731292834992
2142707.0	65.17076300463923	22.227408255456726
2173100.0	66.41950449116572	20.051430106289345
2203493.0	63.84062119567005	21.106187744891937
2233886.0	70.82640739643998	26.627850908096423
2264279.0	61.83298785904649	20.432034538999996
2294672.0	63.71131510545192	20.625112253911755
2325065.0	65.00980488928371	19.75135472710044
2355458.0	77.84605007732044	33.62458192244798
2385851.0	65.85881617477709	21.80562487558927
2416244.0	64.37837659987497	21.29277712699196
2446637.0	72.2823347481328	30.190309302336352
2477030.0	65.48672391669135	22.190895812038395
2507423.0	63.81752377192117	23.673880210436078
2537816.0	69.25956634751424	22.74922764124723
2568209.0	71.38864212154114	28.30563947005215
2598602.0	63.3996972987201	22.64112637278502
2628995.0	66.67666896982858	20.11245079050733
2659388.0	70.09762116276774	20.402064451168684
2689781.0	69.22965814496759	20.874037228043424
2720174.0	64.81239101108808	20.01818671019634
2750567.0	68.78942519659132	21.868032330822846
2780960.0	64.33300431020301	18.965568567886763
2811353.0	63.283914059158356	20.83933286429616
2841746.0	67.5185733557069	23.1043084267301
2872139.0	81.10456355081762	43.156393348406276
2889645.5	147.96839826839826	51.769926836681215
2904842.0	86.24250184301401	28.97784124872236
2932925.0	73.46530451090712	25.86132785109765
2963318.0	67.25344651729017	21.243052944223365
2993711.0	66.35679268252558	20.677133319977305
3024104.0	64.56996676866383	21.961824123165016
3054497.0	65.46615997104597	22.170281235300433
3084890.0	71.76919027407627	23.512833823059555
3115283.0	69.78370019412365	23.24500463574719
3145676.0	69.08413121442437	20.867911882197674
3176069.0	64.45941499687429	22.302782528461066
3206462.0	70.83354719836805	22.535841372122956
3236855.0	69.32718060079624	21.61227541140743
3267248.0	69.12631197973218	21.616520940258226
3297641.0	81.93278057447438	22.633771208488835
3322340.5	94.39282331895191	30.558769926920988
3337537.0	93.04241679107754	147.9568826798669
3358427.0	218.52413384660943	264.9258674863272
