#Position (bp)	mapping quality
15197.0	25.974470145724002
45590.0	43.146512527895176
75983.0	43.16902663205955
106376.0	43.14660824362223
136769.0	41.994264384410506
167162.0	33.14761480634198
197555.0	29.71780946144842
221485.0	11.58071628043702
236681.5	19.98636469349931
258341.0	34.95724376647683
288734.0	42.953985313379135
319127.0	42.63780598227999
349520.0	43.06695278574402
379913.0	43.10305151692745
410306.0	42.46387338336331
440699.0	34.94798753894081
471092.0	40.05297752849595
501485.0	33.96774698243642
531878.0	42.59291197501438
562271.0	42.74970635526139
592664.0	43.20952822683142
623057.0	42.980654226169044
653450.0	41.77006238223408
683843.0	43.142803074461305
714236.0	41.78259613988021
744629.0	43.146093047216795
775022.0	43.07578340771951
805415.0	43.09251118465752
835808.0	42.45316075235897
866201.0	42.60726731871129
896594.0	41.735866500411944
926987.0	43.09264310800909
957380.0	43.06844474792455
987773.0	43.27544309780224
1018166.0	42.599799778736376
1038382.5	14.503284434090956
1053579.0	26.939864306521383
1078952.0	43.025364123834734
1109345.0	42.984477572310475
1139738.0	35.16792180414433
1170131.0	42.83096947259651
1200524.0	40.99081973988015
1230917.0	39.77670098094286
1261310.0	43.153240400170354
1291703.0	42.94327734871022
1322096.0	41.44827241246633
1348657.5	33.50535991753973
1363854.0	6.461009657629289
1382882.0	26.90805467321772
1413275.0	41.57786107823763
1443668.0	43.13584247477349
1474061.0	41.648431217640336
1504454.0	41.652287151476216
1534847.0	43.1553160616337
1565240.0	42.03528206351824
1595633.0	42.22517313205557
1626026.0	43.266285187182916
1656419.0	42.83220422189494
1686812.0	43.11111825943565
1717205.0	42.948887461813285
1747598.0	41.997107454831536
1777991.0	42.98196371961377
1808384.0	42.09765383899263
1838777.0	42.180902844865564
1869170.0	31.165498457746335
1899563.0	22.882374062115357
1929956.0	43.03131375485913
1960349.0	42.484198481425096
1990742.0	41.96053011682646
2021135.0	31.729045671459446
2051528.0	43.20823322243733
2081921.0	43.16305443374409
2112314.0	37.62409053624184
2142707.0	43.27407011264195
2173100.0	39.34301948706497
2203493.0	43.1155120625344
2233886.0	24.55365266738562
2264279.0	42.778550891723576
2294672.0	42.82543818170355
2325065.0	43.17367171645312
2355458.0	23.573497864661498
2385851.0	42.89417467313976
2416244.0	43.18424394704681
2446637.0	29.641972699995772
2477030.0	43.2221425735094
2507423.0	38.38051203939609
2537816.0	42.02325477233435
2568209.0	32.02053339124584
2598602.0	40.901985059593756
2628995.0	43.16972790510161
2659388.0	40.660213849805444
2689781.0	43.25323466089965
2720174.0	42.20915388581551
2750567.0	43.22502888039349
2780960.0	43.19311406719338
2811353.0	42.83558929150502
2841746.0	43.16051850993861
2872139.0	34.99840062660742
2889645.5	0.9758474836020352
2904842.0	4.530536757390387
2932925.0	42.927461962851936
2963318.0	42.96435325688828
2993711.0	43.121404890669396
3024104.0	42.83403626320054
3054497.0	43.00375676966035
3084890.0	38.71156241251201
3115283.0	39.29808619527398
3145676.0	42.47086964412505
3176069.0	43.29841965891808
3206462.0	41.9857852137034
3236855.0	43.04369915056808
3267248.0	42.462935843667196
3297641.0	40.178467963319896
3322340.5	34.99275873981514
3337537.0	0.0
3358427.0	1.9649122807017543
3388820.0	34.48497854077253
3410819.5	22.0
3426016.0	29.853836968573845
3449606.0	38.80037967372409
3479999.0	42.087567242656434
3510392.0	42.87784052350575
3540785.0	42.377800968681704
3571178.0	42.96141119182944
3601571.0	42.9343657220393
3631964.0	43.15385187651889
3662357.0	42.76371057992395
3692750.0	40.86142001030606
3723143.0	42.785555528417554
3753536.0	42.56945831174814
3783929.0	42.04170869015092
3814322.0	43.075268268546864
3844715.0	41.75088185818509
3875108.0	28.722817262423256
3905501.0	31.027735609137284
3935894.0	43.20501479525436
3966287.0	43.18305616091025
3987990.0	21.595845749252472
4003186.5	14.301764206450372
4027073.0	42.717037806893494
4057466.0	43.15006401252261
4087859.0	42.62509589988438
4118252.0	40.435902130314915
4148645.0	35.536513934538384
4179038.0	42.73307377346131
4209431.0	42.409947175742445
4239824.0	43.2481391974095
4259839.0	43.204291373667104
4275035.5	36.637859575470685
4300610.0	43.15361660488867
4331003.0	43.064937502025835
4361396.0	41.632910553906676
4391789.0	43.03095010116317
4422182.0	43.052814599011356
4452575.0	43.20752272583644
4482968.0	42.87865949188253
4513361.0	42.87026107445958
4543754.0	43.20801609341852
4574147.0	42.94061419364979
4604540.0	43.08128218612317
4634933.0	42.385934036631504
4665326.0	38.5948588593584
4695719.0	42.737683547283225
4726112.0	43.18028432352278
4756505.0	42.47771757877648
4786898.0	38.63987349608458
4817291.0	23.959490465410735
4847684.0	31.65374549198665
4878077.0	43.089010693069305
4908470.0	42.892832243228824
4938863.0	43.22027358303135
4969256.0	36.68890512959352
4999649.0	42.40344679673877
5030042.0	41.58003759566469
5060435.0	42.96516840090218
5090828.0	24.06067005478222
5121221.0	43.042526709649486
5151614.0	42.28790866501714
5182007.0	41.907733696799596
5212400.0	43.24266740412651
5242793.0	43.12358863395961
5273186.0	42.330387836438014
5303579.0	43.20540772421564
5333972.0	33.12770607670362
5352383.0	1.0120697454455732
5367579.5	33.04091488681016
5394758.0	42.785562008018005
5425151.0	43.107712644066325
5455544.0	32.49593975301011
5485937.0	42.25789759790752
5516330.0	42.93321170411769
5546723.0	42.12191286220555
5577116.0	23.9258015411254
5607509.0	43.04884378986822
5637902.0	41.97742113981787
5668295.0	43.22520341615154
5698688.0	43.23665573558632
5729081.0	42.79361723736533
5759474.0	42.71651385932597
5789867.0	43.11003807602187
5820260.0	42.42316885341767
5850653.0	42.43407249925117
5881046.0	22.68864971737406
5907241.5	6.794170533034667
5922438.0	2.075420517194383
5941832.0	24.690881976991903
5972225.0	42.96424863405708
6002618.0	42.70405454481178
6033011.0	42.52800443776394
6063404.0	41.988979976852214
6093797.0	43.19492827627382
6124190.0	33.338589373244744
6154583.0	43.167939713153295
6184976.0	43.13248021456138
6215369.0	43.16552134312126
6245762.0	42.70942083509882
6276155.0	41.87300814795045
6306548.0	42.809171525949374
6336941.0	43.05441742161154
6367334.0	42.61939032448167
6397727.0	23.656261759796212
6428120.0	43.074363002664924
6458513.0	41.659297526930665
6488906.0	43.202856337350006
6519299.0	43.152695325674614
6549692.0	43.09995132172702
6580085.0	43.24487035986446
6610478.0	42.48804728121257
6640871.0	28.356948418610394
6660029.5	7.297004425913332
6675226.0	38.14257919228756
6701657.0	43.292551539889644
6732050.0	42.880409275945055
6762443.0	42.977881139689266
6792836.0	42.79206874166608
6823229.0	42.670280134102235
6853622.0	42.608792830054256
6884015.0	43.0860559733695
6914408.0	43.22133905548443
6944801.0	43.06995820018046
6975194.0	42.21364566548008
7005587.0	43.21199305277401
7035980.0	43.16911554408821
7066373.0	43.215877340544736
7096766.0	43.191994404419624
7127159.0	42.73434877442285
7157552.0	43.21446076529439
7187945.0	42.42622582132658
7218338.0	42.25681681049719
7248731.0	43.10104720589607
7279124.0	42.95131471964263
7309517.0	38.01835921477533
7327760.5	17.573429889026556
7342957.0	19.482637544637452
7370303.0	42.89113762283883
7400696.0	41.82147655685549
7431089.0	40.85231997107857
7461482.0	43.21655820626752
7491875.0	43.14262333914766
7522268.0	42.96942753676698
7552661.0	32.84806598433145
7583054.0	42.89091742170976
7613447.0	43.16577027289168
7643840.0	43.22032396760003
7674233.0	43.173728820024564
7704626.0	42.87394621530548
7735019.0	42.49478970961851
7765412.0	43.07037749036028
7795805.0	5.244076694670298
7826198.0	22.707744095834364
7856591.0	42.89309104006705
7886984.0	43.10135600535662
7917377.0	31.910269946512145
7947770.0	42.522040876777254
7978163.0	31.380656992575254
8008556.0	43.078372411453984
8038949.0	43.1176311077166
8069342.0	42.71705082092637
8099735.0	43.16079157023743
8130128.0	42.12277564059301
8160521.0	42.617088525860396
8190914.0	43.15573883477302
8221307.0	43.1220083260275
8251700.0	43.131305931594895
8282093.0	34.42248677425165
8312486.0	32.54938405014048
8342879.0	41.735746858750055
8373272.0	42.888181065086904
8398726.5	8.831863522310437
8413923.0	5.623536124952725
8434058.0	43.14735849704433
8464451.0	43.16212910858166
8494844.0	43.183587806194396
8525237.0	42.804198641019575
8555630.0	42.738091798268414
8586023.0	29.349936394963127
8616416.0	32.005998811267226
8646809.0	42.55912037794503
8677202.0	42.981596692835744
8707595.0	43.11483827088388
8737988.0	43.16951015968915
8768381.0	27.827046825043507
8798774.0	35.49798505612805
8829167.0	43.10115869389996
8859560.0	42.95704415020859
8889953.0	43.06718284402325
8920346.0	41.696053673390374
8950739.0	42.846523257390835
8981132.0	43.020949017640035
9011525.0	40.04136458224862
9041918.0	42.16882602039208
9072311.0	43.07225918121846
9102704.0	43.2457033413952
9133097.0	43.192641213731
9163490.0	42.436612788796694
9193883.0	43.23355147622768
9224276.0	42.52546893568334
9254669.0	43.01040518456569
9285062.0	42.4498639147902
9315455.0	38.03204688554468
9332033.5	17.03716744913928
9347230.0	18.831969582603946
9376241.0	43.17077960101228
9406634.0	42.785698797333424
9437027.0	31.991641272946218
9467420.0	42.932408687842155
9497813.0	43.20353472242403
9528206.0	43.141685702459064
9558599.0	43.16364756752605
9588992.0	42.04587761233417
9619385.0	42.46045476259025
9649778.0	43.19212367072336
9680171.0	42.781503660456245
9710564.0	43.227219416618375
9740957.0	43.09027556309424
9771350.0	42.46566074816805
9801743.0	43.12469822201798
9832136.0	42.74704560942982
9862529.0	34.47237923370683
9892922.0	28.716397940721865
9923315.0	39.474771027422236
9953708.0	42.44534181831056
9984101.0	43.04873965170787
1.0014494E7	43.00160859554873
1.0044887E7	42.347071840295975
1.007528E7	40.257293824331214
1.01041125E7	34.158039836292545
1.0119309E7	20.702055800293685
1.0136066E7	35.37525271999972
1.0166459E7	43.10304242230334
1.0196852E7	42.414482703252126
1.0227245E7	31.94158643949264
1.0257638E7	43.23910355677958
1.0288031E7	42.74070344519384
1.0318424E7	43.19314609458666
1.0348817E7	42.709599523797834
1.037921E7	43.11906280556366
1.0409603E7	43.05631897792706
1.0439996E7	43.250934310712175
1.0470389E7	42.6368565552238
1.0500782E7	43.266231050960855
1.0531175E7	43.17972236228413
1.0561568E7	43.07199193371443
1.0591961E7	42.4989742217465
1.0622354E7	43.119324859021646
1.0652747E7	42.61209488397207
1.068314E7	41.084971900934455
1.0713533E7	30.537290579480473
1.0743926E7	43.27838158162262
1.0774319E7	42.78473064163564
1.0804712E7	42.52562106814275
1.0835105E7	30.33085107215833
1.0865498E7	43.17191634839577
1.0895891E7	42.73409762326796
1.0926284E7	43.19697001745877
1.0956677E7	43.18797748291114
1.098707E7	42.73419607653419
1.1017463E7	42.87695567172498
1.1047856E7	43.20170701879787
1.1078249E7	34.82198164662423
1.1108642E7	41.57403913776359
1.1139035E7	43.24130252005363
1.1169428E7	42.8069032191053
1.1196832E7	10.021428315673793
1.12120285E7	0.9837107612355234
1.1230214E7	26.054428631511943
1.1260607E7	30.849597487615004
1.1291E7	42.965849163142025
1.1321393E7	42.31289335213399
1.1351786E7	42.975334569013896
1.1382179E7	42.37431259662707
1.1412572E7	42.4632462535214
1.1442965E7	43.202785760990224
1.1473358E7	43.09668979272333
1.1503751E7	42.87100733639281
1.1534144E7	43.246244384916544
1.1564537E7	43.16919537311775
1.159493E7	42.878955925852715
1.1625323E7	42.63521541439403
1.1655716E7	32.836215937177826
1.1686109E7	42.576139012362425
1.1716502E7	43.2028034983657
1.1746895E7	43.09014126897538
1.1777288E7	42.180918738696285
1.1807681E7	43.11616356153831
1.1838074E7	43.11339415349975
1.1868467E7	43.169214423247446
1.189886E7	41.760011348965584
1.1929253E7	42.791643660315835
1.1959646E7	43.226587458871954
1.1990039E7	42.13462485051885
1.2020432E7	31.870900530603095
1.2050825E7	20.05734753995461
1.2081218E7	42.48306130260604
1.2111611E7	43.15600007671506
1.21419565E7	32.607857480958735
